Source,Target,Type,weight,book
pypar,todder,Undirected,8,1
qotho,quaro,Undirected,4,1
quaro,rakharo,Undirected,6,1
randyll-tarly,samwell-tarly,Undirected,5,1
rast,samwell-tarly,Undirected,3,1
raymun-darry,robert-baratheon,Undirected,8,1
renly-baratheon,robb-stark,Undirected,3,1
renly-baratheon,robert-baratheon,Undirected,42,1
renly-baratheon,sandor-clegane,Undirected,7,1
renly-baratheon,sansa-stark,Undirected,5,1
renly-baratheon,stannis-baratheon,Undirected,19,1
renly-baratheon,tyrion-lannister,Undirected,4,1
renly-baratheon,varys,Undirected,9,1
rhaegar-targaryen,robert-baratheon,Undirected,22,1
rhaegar-targaryen,sansa-stark,Undirected,3,1
rhaegar-targaryen,tywin-lannister,Undirected,4,1
rhaegar-targaryen,viserys-targaryen,Undirected,5,1
rickard-karstark,robb-stark,Undirected,9,1
rickard-karstark,roose-bolton,Undirected,3,1
rickon-stark,robb-stark,Undirected,20,1
rickon-stark,sansa-stark,Undirected,8,1
rickon-stark,tyrion-lannister,Undirected,4,1
robb-stark,robert-baratheon,Undirected,6,1
robb-stark,rodrik-cassel,Undirected,15,1
robb-stark,roose-bolton,Undirected,6,1
robb-stark,samwell-tarly,Undirected,4,1
robb-stark,sansa-stark,Undirected,13,1
robb-stark,stiv,Undirected,3,1
robb-stark,theon-greyjoy,Undirected,37,1
robb-stark,torrhen-karstark,Undirected,3,1
robb-stark,tyrion-lannister,Undirected,11,1
robb-stark,tywin-lannister,Undirected,9,1
robb-stark,walder-frey,Undirected,7,1
robb-stark,wendel-manderly,Undirected,3,1
robb-stark,yoren,Undirected,3,1
robert-arryn,tyrion-lannister,Undirected,9,1
robert-baratheon,sandor-clegane,Undirected,9,1
robert-baratheon,sansa-stark,Undirected,26,1
robert-baratheon,stannis-baratheon,Undirected,21,1
robert-baratheon,tommen-baratheon,Undirected,3,1
robert-baratheon,tyrion-lannister,Undirected,18,1
robert-baratheon,tywin-lannister,Undirected,13,1
robert-baratheon,varys,Undirected,36,1
robert-baratheon,vayon-poole,Undirected,3,1
robert-baratheon,viserys-targaryen,Undirected,7,1
rodrik-cassel,theon-greyjoy,Undirected,6,1
rodrik-cassel,tyrion-lannister,Undirected,10,1
rodrik-cassel,willis-wode,Undirected,7,1
roose-bolton,tywin-lannister,Undirected,4,1
sandor-clegane,sansa-stark,Undirected,23,1
sandor-clegane,tyrion-lannister,Undirected,5,1
sansa-stark,stannis-baratheon,Undirected,3,1
sansa-stark,tomard,Undirected,3,1
sansa-stark,tyrion-lannister,Undirected,3,1
sansa-stark,varys,Undirected,4,1
shae,tyrion-lannister,Undirected,12,1
shagga,timett,Undirected,4,1
shagga,tyrion-lannister,Undirected,17,1
shagga,ulf-son-of-umar,Undirected,4,1
stannis-baratheon,tywin-lannister,Undirected,4,1
stannis-baratheon,varys,Undirected,5,1
stevron-frey,walder-frey,Undirected,3,1
theon-greyjoy,tyrion-lannister,Undirected,3,1
theon-greyjoy,tywin-lannister,Undirected,3,1
theon-greyjoy,walder-frey,Undirected,4,1
timett,tyrion-lannister,Undirected,3,1
tommen-baratheon,tyrion-lannister,Undirected,3,1
tyrion-lannister,tywin-lannister,Undirected,40,1
tyrion-lannister,vardis-egen,Undirected,9,1
tyrion-lannister,varys,Undirected,3,1
tyrion-lannister,willis-wode,Undirected,4,1
tyrion-lannister,yoren,Undirected,10,1
tywin-lannister,varys,Undirected,4,1
tywin-lannister,walder-frey,Undirected,8,1
waymar-royce,will-(prologue),Undirected,18,1
aegon-i-targaryen,harren-hoare,Undirected,4,2
aegon-i-targaryen,nan,Undirected,3,2
aegon-i-targaryen,rhaenys-targaryen,Undirected,4,2
aegon-i-targaryen,tyrion-lannister,Undirected,3,2
aegon-i-targaryen,visenya-targaryen,Undirected,3,2
aegon-v-targaryen,aemon-targaryen-(maester-aemon),Undirected,3,2
aemon-targaryen-(maester-aemon),daeron-ii-targaryen,Undirected,3,2
aemon-targaryen-(maester-aemon),jeor-mormont,Undirected,9,2
aemon-targaryen-(maester-aemon),jon-snow,Undirected,11,2
aemon-targaryen-(maester-aemon),maekar-i-targaryen,Undirected,3,2
aemon-targaryen-(maester-aemon),samwell-tarly,Undirected,5,2
aenys-frey,arya-stark,Undirected,6,2
aeron-greyjoy,dagmer,Undirected,5,2
aeron-greyjoy,theon-greyjoy,Undirected,17,2
aerys-i-targaryen,robert-baratheon,Undirected,3,2
aerys-ii-targaryen,eddard-stark,Undirected,5,2
aerys-ii-targaryen,jaime-lannister,Undirected,4,2
aerys-ii-targaryen,rhaegar-targaryen,Undirected,4,2
aerys-ii-targaryen,robert-baratheon,Undirected,6,2
aerys-ii-targaryen,tyrion-lannister,Undirected,3,2
aggar,gariss,Undirected,3,2
aggar,gelmarr,Undirected,3,2
aggar,gynir,Undirected,3,2
aggar,ramsay-snow,Undirected,4,2
aggo,belwas,Undirected,3,2
aggo,daenerys-targaryen,Undirected,10,2
aggo,jhogo,Undirected,12,2
aggo,jorah-mormont,Undirected,4,2
aggo,rakharo,Undirected,4,2
alayaya,dancy,Undirected,3,2
alayaya,tyrion-lannister,Undirected,3,2
alebelly,bran-stark,Undirected,7,2
alebelly,hayhead,Undirected,3,2
alebelly,jojen-reed,Undirected,6,2
alebelly,mikken,Undirected,3,2
alester-florent,cortnay-penrose,Undirected,4,2
alester-florent,davos-seaworth,Undirected,3,2
alester-florent,renly-baratheon,Undirected,3,2
alester-florent,stannis-baratheon,Undirected,5,2
allar-deem,janos-slynt,Undirected,3,2
allar-deem,tyrion-lannister,Undirected,4,2
allard-seaworth,davos-seaworth,Undirected,5,2
allard-seaworth,marya-seaworth,Undirected,5,2
allard-seaworth,stannis-baratheon,Undirected,3,2
alliser-thorne,jeor-mormont,Undirected,3,2
alliser-thorne,joffrey-baratheon,Undirected,4,2
alliser-thorne,jon-snow,Undirected,3,2
alliser-thorne,tyrion-lannister,Undirected,8,2
amabel,arya-stark,Undirected,6,2
amabel,harra,Undirected,4,2
amory-lorch,arya-stark,Undirected,9,2
amory-lorch,cersei-lannister,Undirected,4,2
amory-lorch,chiswyck,Undirected,4,2
amory-lorch,dunsen,Undirected,3,2
amory-lorch,gendry,Undirected,3,2
amory-lorch,gregor-clegane,Undirected,7,2
amory-lorch,hot-pie,Undirected,3,2
amory-lorch,ilyn-payne,Undirected,4,2
amory-lorch,joffrey-baratheon,Undirected,7,2
amory-lorch,meryn-trant,Undirected,5,2
amory-lorch,polliver,Undirected,3,2
amory-lorch,rafford,Undirected,5,2
amory-lorch,roose-bolton,Undirected,3,2
amory-lorch,sandor-clegane,Undirected,5,2
amory-lorch,tickler,Undirected,5,2
amory-lorch,tywin-lannister,Undirected,4,2
amory-lorch,vargo-hoat,Undirected,7,2
amory-lorch,yoren,Undirected,5,2
ardrian-celtigar,monford-velaryon,Undirected,5,2
aron-santagar,sandor-clegane,Undirected,3,2
arwyn-oakheart,randyll-tarly,Undirected,3,2
arya-stark,beric-dondarrion,Undirected,5,2
arya-stark,biter,Undirected,10,2
arya-stark,bran-stark,Undirected,10,2
arya-stark,cersei-lannister,Undirected,7,2
arya-stark,chiswyck,Undirected,8,2
arya-stark,dobber,Undirected,4,2
arya-stark,dunsen,Undirected,3,2
arya-stark,eddard-stark,Undirected,6,2
arya-stark,gendry,Undirected,36,2
arya-stark,gregor-clegane,Undirected,4,2
arya-stark,harra,Undirected,3,2
arya-stark,harren-hoare,Undirected,7,2
arya-stark,hot-pie,Undirected,51,2
arya-stark,jaime-lannister,Undirected,3,2
arya-stark,jaqen-hghar,Undirected,25,2
arya-stark,joffrey-baratheon,Undirected,4,2
arya-stark,jon-snow,Undirected,13,2
arya-stark,koss,Undirected,3,2
arya-stark,lommy-greenhands,Undirected,31,2
arya-stark,nan,Undirected,5,2
arya-stark,polliver,Undirected,3,2
arya-stark,praed,Undirected,3,2
arya-stark,rafford,Undirected,5,2
arya-stark,rickon-stark,Undirected,5,2
arya-stark,robb-stark,Undirected,15,2
arya-stark,robert-baratheon,Undirected,4,2
arya-stark,roose-bolton,Undirected,13,2
arya-stark,rorge,Undirected,13,2
arya-stark,sansa-stark,Undirected,20,2
arya-stark,syrio-forel,Undirected,5,2
arya-stark,tyrion-lannister,Undirected,4,2
arya-stark,tywin-lannister,Undirected,13,2
arya-stark,vargo-hoat,Undirected,6,2
arya-stark,weasel,Undirected,10,2
arya-stark,weese,Undirected,15,2
arya-stark,woth,Undirected,3,2
arya-stark,yoren,Undirected,28,2
arys-oakheart,joffrey-baratheon,Undirected,6,2
arys-oakheart,myrcella-baratheon,Undirected,4,2
arys-oakheart,sansa-stark,Undirected,3,2
asha-greyjoy,balon-greyjoy,Undirected,3,2
asha-greyjoy,dagmer,Undirected,5,2
asha-greyjoy,theon-greyjoy,Undirected,35,2
asha-greyjoy,wex-pyke,Undirected,3,2
axell-florent,selyse-florent,Undirected,3,2
axell-florent,stannis-baratheon,Undirected,6,2
bael-the-bard,ygritte,Undirected,5,2
ballabar,podrick-payne,Undirected,3,2
ballabar,tyrion-lannister,Undirected,12,2
balon-greyjoy,catelyn-stark,Undirected,3,2
balon-greyjoy,dagmer,Undirected,3,2
balon-greyjoy,eddard-stark,Undirected,4,2
balon-greyjoy,robb-stark,Undirected,5,2
balon-greyjoy,robert-baratheon,Undirected,4,2
balon-greyjoy,theon-greyjoy,Undirected,27,2
balon-greyjoy,victarion-greyjoy,Undirected,4,2
balon-swann,joffrey-baratheon,Undirected,6,2
balon-swann,mandon-moore,Undirected,3,2
balon-swann,meryn-trant,Undirected,3,2
balon-swann,osmund-kettleblack,Undirected,4,2
balon-swann,tyrion-lannister,Undirected,8,2
barristan-selmy,belwas,Undirected,5,2
barristan-selmy,cersei-lannister,Undirected,5,2
barristan-selmy,daenerys-targaryen,Undirected,3,2
barristan-selmy,joffrey-baratheon,Undirected,7,2
barristan-selmy,robert-baratheon,Undirected,3,2
barristan-selmy,varys,Undirected,3,2
belwas,daenerys-targaryen,Undirected,5,2
belwas,jhogo,Undirected,3,2
belwas,jorah-mormont,Undirected,4,2
benfred-tallhart,helman-tallhart,Undirected,3,2
benfred-tallhart,leobald-tallhart,Undirected,3,2
benfred-tallhart,stygg,Undirected,3,2
benfred-tallhart,theon-greyjoy,Undirected,7,2
benjen-stark,jeor-mormont,Undirected,5,2
beric-dondarrion,thoros-of-myr,Undirected,3,2
beth-cassel,bran-stark,Undirected,4,2
beth-cassel,rodrik-cassel,Undirected,4,2
beth-cassel,theon-greyjoy,Undirected,3,2
biter,jaqen-hghar,Undirected,12,2
biter,rorge,Undirected,14,2
biter,yoren,Undirected,3,2
boros-blount,cersei-lannister,Undirected,7,2
boros-blount,gyles-rosby,Undirected,5,2
boros-blount,joffrey-baratheon,Undirected,11,2
boros-blount,meryn-trant,Undirected,13,2
boros-blount,sansa-stark,Undirected,8,2
boros-blount,tanda-stokeworth,Undirected,3,2
boros-blount,tommen-baratheon,Undirected,3,2
boros-blount,tyrion-lannister,Undirected,8,2
bran-stark,catelyn-stark,Undirected,3,2
bran-stark,chayle,Undirected,3,2
bran-stark,cley-cerwyn,Undirected,5,2
bran-stark,donella-hornwood,Undirected,5,2
bran-stark,eddard-stark,Undirected,4,2
bran-stark,hayhead,Undirected,6,2
bran-stark,hodor,Undirected,59,2
bran-stark,howland-reed,Undirected,3,2
bran-stark,jojen-reed,Undirected,47,2
bran-stark,jon-snow,Undirected,11,2
bran-stark,luwin,Undirected,51,2
bran-stark,meera-reed,Undirected,36,2
bran-stark,mikken,Undirected,11,2
bran-stark,nan,Undirected,7,2
bran-stark,osha,Undirected,30,2
bran-stark,poxy-tym,Undirected,3,2
bran-stark,ramsay-snow,Undirected,7,2
bran-stark,reek,Undirected,3,2
bran-stark,rickon-stark,Undirected,54,2
bran-stark,robb-stark,Undirected,28,2
bran-stark,rodrik-cassel,Undirected,34,2
bran-stark,sansa-stark,Undirected,5,2
bran-stark,stafford-lannister,Undirected,3,2
bran-stark,theon-greyjoy,Undirected,24,2
bran-stark,walder-frey-(son-of-jammos),Undirected,5,2
bran-stark,walder-frey-(son-of-merrett),Undirected,12,2
bran-stark,wyman-manderly,Undirected,6,2
brienne-of-tarth,catelyn-stark,Undirected,36,2
brienne-of-tarth,edmure-tully,Undirected,3,2
brienne-of-tarth,emmon-cuy,Undirected,8,2
brienne-of-tarth,jaime-lannister,Undirected,3,2
brienne-of-tarth,renly-baratheon,Undirected,28,2
brienne-of-tarth,robar-royce,Undirected,3,2
brienne-of-tarth,robert-baratheon,Undirected,3,2
brienne-of-tarth,selwyn-tarth,Undirected,4,2
brienne-of-tarth,stannis-baratheon,Undirected,5,2
brienne-of-tarth,vyman,Undirected,3,2
bronn,cersei-lannister,Undirected,11,2
bronn,jacelyn-bywater,Undirected,7,2
bronn,joffrey-baratheon,Undirected,9,2
bronn,mandon-moore,Undirected,5,2
bronn,podrick-payne,Undirected,3,2
bronn,stannis-baratheon,Undirected,3,2
bronn,timett,Undirected,5,2
bronn,tommen-baratheon,Undirected,3,2
bronn,tyrion-lannister,Undirected,40,2
bronn,varys,Undirected,8,2
bryce-caron,cortnay-penrose,Undirected,3,2
bryce-caron,eldon-estermont,Undirected,3,2
bryce-caron,guyard-morrigen,Undirected,5,2
bryce-caron,renly-baratheon,Undirected,7,2
bryce-caron,stannis-baratheon,Undirected,3,2
brynden-tully,catelyn-stark,Undirected,5,2
brynden-tully,robb-stark,Undirected,6,2
brynden-tully,tywin-lannister,Undirected,3,2
captain-myraham,theon-greyjoy,Undirected,4,2
captain-myraham-daughter,theon-greyjoy,Undirected,3,2
catelyn-stark,cersei-lannister,Undirected,14,2
catelyn-stark,cleos-frey,Undirected,5,2
catelyn-stark,colen-of-greenpools,Undirected,6,2
catelyn-stark,desmond-grell,Undirected,3,2
catelyn-stark,eddard-stark,Undirected,12,2
catelyn-stark,edmure-tully,Undirected,17,2
catelyn-stark,hallis-mollen,Undirected,6,2
catelyn-stark,hoster-tully,Undirected,5,2
catelyn-stark,jaime-lannister,Undirected,16,2
catelyn-stark,joffrey-baratheon,Undirected,4,2
catelyn-stark,loras-tyrell,Undirected,6,2
catelyn-stark,lysa-arryn,Undirected,7,2
catelyn-stark,margaery-tyrell,Undirected,4,2
catelyn-stark,mathis-rowan,Undirected,3,2
catelyn-stark,randyll-tarly,Undirected,3,2
catelyn-stark,renly-baratheon,Undirected,51,2
catelyn-stark,rickon-stark,Undirected,3,2
catelyn-stark,robar-royce,Undirected,7,2
catelyn-stark,robb-stark,Undirected,27,2
catelyn-stark,robert-baratheon,Undirected,5,2
catelyn-stark,sansa-stark,Undirected,3,2
catelyn-stark,stafford-lannister,Undirected,3,2
catelyn-stark,stannis-baratheon,Undirected,20,2
catelyn-stark,theon-greyjoy,Undirected,5,2
catelyn-stark,tyrion-lannister,Undirected,10,2
catelyn-stark,tywin-lannister,Undirected,14,2
catelyn-stark,utherydes-wayn,Undirected,3,2
catelyn-stark,vyman,Undirected,4,2
catelyn-stark,wendel-manderly,Undirected,7,2
cersei-lannister,chiswyck,Undirected,3,2
cersei-lannister,cleos-frey,Undirected,6,2
cersei-lannister,dunsen,Undirected,3,2
cersei-lannister,eddard-stark,Undirected,13,2
cersei-lannister,gregor-clegane,Undirected,4,2
cersei-lannister,gyles-rosby,Undirected,6,2
cersei-lannister,ilyn-payne,Undirected,12,2
cersei-lannister,jacelyn-bywater,Undirected,4,2
cersei-lannister,jaime-lannister,Undirected,17,2
cersei-lannister,janos-slynt,Undirected,9,2
cersei-lannister,joffrey-baratheon,Undirected,63,2
cersei-lannister,lancel-lannister,Undirected,20,2
cersei-lannister,lysa-arryn,Undirected,5,2
cersei-lannister,meryn-trant,Undirected,11,2
cersei-lannister,myrcella-baratheon,Undirected,4,2
cersei-lannister,osfryd-kettleblack,Undirected,7,2
cersei-lannister,osmund-kettleblack,Undirected,4,2
cersei-lannister,osney-kettleblack,Undirected,3,2
cersei-lannister,petyr-baelish,Undirected,7,2
cersei-lannister,polliver,Undirected,3,2
cersei-lannister,preston-greenfield,Undirected,3,2
cersei-lannister,pycelle,Undirected,6,2
cersei-lannister,rafford,Undirected,3,2
cersei-lannister,renly-baratheon,Undirected,7,2
cersei-lannister,robb-stark,Undirected,15,2
cersei-lannister,robert-baratheon,Undirected,12,2
cersei-lannister,sandor-clegane,Undirected,9,2
cersei-lannister,sansa-stark,Undirected,39,2
cersei-lannister,shae,Undirected,5,2
cersei-lannister,stannis-baratheon,Undirected,23,2
cersei-lannister,tanda-stokeworth,Undirected,3,2
cersei-lannister,tickler,Undirected,5,2
cersei-lannister,tommen-baratheon,Undirected,10,2
cersei-lannister,tyrion-lannister,Undirected,87,2
cersei-lannister,tywin-lannister,Undirected,10,2
cersei-lannister,varys,Undirected,23,2
cersei-lannister,vylarr,Undirected,3,2
chataya,tyrion-lannister,Undirected,6,2
chayle,mikken,Undirected,4,2
chella,shae,Undirected,4,2
chella,tyrion-lannister,Undirected,3,2
chella,varys,Undirected,4,2
chett,jon-snow,Undirected,5,2
chiswyck,dunsen,Undirected,3,2
chiswyck,gregor-clegane,Undirected,4,2
chiswyck,ilyn-payne,Undirected,3,2
chiswyck,joffrey-baratheon,Undirected,3,2
chiswyck,meryn-trant,Undirected,3,2
chiswyck,polliver,Undirected,4,2
chiswyck,rafford,Undirected,7,2
chiswyck,sandor-clegane,Undirected,3,2
chiswyck,tickler,Undirected,5,2
chiswyck,weese,Undirected,6,2
cleos-frey,eddard-stark,Undirected,3,2
cleos-frey,jaime-lannister,Undirected,3,2
cleos-frey,robb-stark,Undirected,11,2
cleos-frey,tyrion-lannister,Undirected,13,2
cley-cerwyn,donella-hornwood,Undirected,3,2
cley-cerwyn,rodrik-cassel,Undirected,4,2
colen-of-greenpools,renly-baratheon,Undirected,3,2
cortnay-penrose,davos-seaworth,Undirected,5,2
cortnay-penrose,renly-baratheon,Undirected,3,2
cortnay-penrose,stannis-baratheon,Undirected,18,2
cortnay-penrose,tyrion-lannister,Undirected,3,2
cortnay-penrose,varys,Undirected,3,2
craster,dywen,Undirected,7,2
craster,eddison-tollett,Undirected,3,2
craster,jeor-mormont,Undirected,19,2
craster,jon-snow,Undirected,26,2
craster,mance-rayder,Undirected,4,2
craster,samwell-tarly,Undirected,10,2
craster,thoren-smallwood,Undirected,4,2
cressen,davos-seaworth,Undirected,10,2
cressen,melisandre,Undirected,7,2
cressen,patchface,Undirected,8,2
cressen,pylos,Undirected,17,2
cressen,renly-baratheon,Undirected,4,2
cressen,robert-baratheon,Undirected,4,2
cressen,selyse-florent,Undirected,3,2
cressen,shireen-baratheon,Undirected,6,2
cressen,stannis-baratheon,Undirected,21,2
cutjack,gendry,Undirected,3,2
cutjack,kurz,Undirected,4,2
cutjack,tarber,Undirected,3,2
daenerys-targaryen,doreah,Undirected,3,2
daenerys-targaryen,drogo,Undirected,8,2
daenerys-targaryen,irri,Undirected,6,2
daenerys-targaryen,jhiqui,Undirected,7,2
daenerys-targaryen,jhogo,Undirected,12,2
daenerys-targaryen,jorah-mormont,Undirected,29,2
daenerys-targaryen,lynesse-hightower,Undirected,3,2
daenerys-targaryen,mirri-maz-duur,Undirected,3,2
daenerys-targaryen,pono,Undirected,4,2
daenerys-targaryen,pyat-pree,Undirected,14,2
daenerys-targaryen,quaithe,Undirected,5,2
daenerys-targaryen,rakharo,Undirected,4,2
daenerys-targaryen,robert-baratheon,Undirected,4,2
daenerys-targaryen,viserys-targaryen,Undirected,3,2
daenerys-targaryen,xaro-xhoan-daxos,Undirected,13,2
dagmer,rodrik-cassel,Undirected,3,2
dagmer,theon-greyjoy,Undirected,7,2
dalbridge,ebben,Undirected,4,2
dalbridge,jon-snow,Undirected,4,2
dalbridge,qhorin-halfhand,Undirected,5,2
davos-seaworth,devan-seaworth,Undirected,4,2
davos-seaworth,imry-florent,Undirected,3,2
davos-seaworth,matthos-seaworth,Undirected,3,2
davos-seaworth,melisandre,Undirected,20,2
davos-seaworth,monford-velaryon,Undirected,3,2
davos-seaworth,pylos,Undirected,9,2
davos-seaworth,renly-baratheon,Undirected,6,2
davos-seaworth,salladhor-saan,Undirected,8,2
davos-seaworth,stannis-baratheon,Undirected,58,2
desmond-grell,edmure-tully,Undirected,4,2
desmond-grell,utherydes-wayn,Undirected,3,2
devan-seaworth,renly-baratheon,Undirected,3,2
devan-seaworth,stannis-baratheon,Undirected,13,2
dolf,shagga,Undirected,3,2
donella-hornwood,leobald-tallhart,Undirected,3,2
donella-hornwood,luwin,Undirected,7,2
donella-hornwood,mors-umber,Undirected,3,2
donella-hornwood,ramsay-snow,Undirected,3,2
donella-hornwood,rodrik-cassel,Undirected,4,2
dontos-hollard,joffrey-baratheon,Undirected,8,2
dontos-hollard,moon-boy,Undirected,5,2
dontos-hollard,sansa-stark,Undirected,17,2
dontos-hollard,stannis-baratheon,Undirected,3,2
dontos-hollard,tyrion-lannister,Undirected,4,2
doran-martell,myrcella-baratheon,Undirected,4,2
doran-martell,tyrion-lannister,Undirected,3,2
doran-martell,varys,Undirected,4,2
drennan,squint,Undirected,3,2
drennan,theon-greyjoy,Undirected,3,2
drogo,jorah-mormont,Undirected,4,2
drogo,pono,Undirected,4,2
drogo,viserys-targaryen,Undirected,3,2
dunsen,gregor-clegane,Undirected,4,2
dunsen,ilyn-payne,Undirected,3,2
dunsen,joffrey-baratheon,Undirected,3,2
dunsen,meryn-trant,Undirected,3,2
dunsen,polliver,Undirected,7,2
dunsen,rafford,Undirected,6,2
dunsen,sandor-clegane,Undirected,3,2
dunsen,tickler,Undirected,3,2
dunsen,weese,Undirected,3,2
dywen,grenn,Undirected,8,2
dywen,jon-snow,Undirected,9,2
ebben,jon-snow,Undirected,10,2
ebben,qhorin-halfhand,Undirected,8,2
ebben,stonesnake,Undirected,4,2
eddard-stark,ilyn-payne,Undirected,5,2
eddard-stark,janos-slynt,Undirected,7,2
eddard-stark,joffrey-baratheon,Undirected,9,2
eddard-stark,jon-snow,Undirected,9,2
eddard-stark,luwin,Undirected,3,2
eddard-stark,maron-greyjoy,Undirected,3,2
eddard-stark,petyr-baelish,Undirected,4,2
eddard-stark,renly-baratheon,Undirected,5,2
eddard-stark,rickon-stark,Undirected,3,2
eddard-stark,robb-stark,Undirected,11,2
eddard-stark,robert-baratheon,Undirected,26,2
eddard-stark,stannis-baratheon,Undirected,5,2
eddard-stark,theon-greyjoy,Undirected,17,2
eddard-stark,tyrion-lannister,Undirected,12,2
eddard-stark,varys,Undirected,3,2
eddison-tollett,jeor-mormont,Undirected,4,2
eddison-tollett,jon-snow,Undirected,11,2
edmure-tully,hoster-tully,Undirected,3,2
edmure-tully,jaime-lannister,Undirected,3,2
edmure-tully,robb-stark,Undirected,12,2
edmure-tully,tywin-lannister,Undirected,8,2
eldon-estermont,steffon-varner,Undirected,3,2
emmon-cuy,renly-baratheon,Undirected,3,2
emmon-cuy,robar-royce,Undirected,3,2
euron-greyjoy,theon-greyjoy,Undirected,4,2
farlen,theon-greyjoy,Undirected,6,2
florian-the-fool,jonquil,Undirected,8,2
florian-the-fool,sansa-stark,Undirected,3,2
gariss,murch,Undirected,5,2
garlan-tyrell,joffrey-baratheon,Undirected,4,2
garlan-tyrell,loras-tyrell,Undirected,3,2
gendry,hot-pie,Undirected,23,2
gendry,jaqen-hghar,Undirected,4,2
gendry,lommy-greenhands,Undirected,17,2
gendry,woth,Undirected,3,2
gendry,yoren,Undirected,8,2
gregor-clegane,ilyn-payne,Undirected,3,2
gregor-clegane,joffrey-baratheon,Undirected,3,2
gregor-clegane,meryn-trant,Undirected,4,2
gregor-clegane,polliver,Undirected,5,2
gregor-clegane,rafford,Undirected,6,2
gregor-clegane,sandor-clegane,Undirected,5,2
gregor-clegane,tickler,Undirected,5,2
gregor-clegane,tywin-lannister,Undirected,4,2
gregor-clegane,weese,Undirected,5,2
grenn,jeor-mormont,Undirected,3,2
grenn,samwell-tarly,Undirected,6,2
guyard-morrigen,renly-baratheon,Undirected,7,2
gyles-rosby,jacelyn-bywater,Undirected,4,2
gyles-rosby,joffrey-baratheon,Undirected,4,2
gyles-rosby,lollys-stokeworth,Undirected,5,2
gyles-rosby,sansa-stark,Undirected,3,2
gyles-rosby,tanda-stokeworth,Undirected,5,2
gyles-rosby,tommen-baratheon,Undirected,4,2
gyles-rosby,tyrion-lannister,Undirected,3,2
gynir,wex-pyke,Undirected,4,2
hake,jon-snow,Undirected,4,2
hallis-mollen,wendel-manderly,Undirected,3,2
hallyne,joffrey-baratheon,Undirected,3,2
hallyne,tyrion-lannister,Undirected,5,2
halys-hornwood,rodrik-cassel,Undirected,3,2
harren-hoare,nan,Undirected,5,2
high-septon-(fat_one),tyrion-lannister,Undirected,4,2
high-septon-(tyrions),tyrion-lannister,Undirected,4,2
hobber-redwyne,horas-redwyne,Undirected,7,2
hodor,jojen-reed,Undirected,3,2
hodor,luwin,Undirected,17,2
hodor,meera-reed,Undirected,10,2
hodor,osha,Undirected,16,2
hodor,rickon-stark,Undirected,11,2
hodor,rodrik-cassel,Undirected,3,2
hodor,wyman-manderly,Undirected,3,2
horas-redwyne,joffrey-baratheon,Undirected,3,2
hoster-tully,vyman,Undirected,3,2
hot-pie,lommy-greenhands,Undirected,28,2
hot-pie,mebble,Undirected,4,2
hot-pie,weasel,Undirected,4,2
hot-pie,woth,Undirected,5,2
hot-pie,yoren,Undirected,8,2
ilyn-payne,joffrey-baratheon,Undirected,13,2
ilyn-payne,meryn-trant,Undirected,8,2
ilyn-payne,polliver,Undirected,3,2
ilyn-payne,rafford,Undirected,3,2
ilyn-payne,sandor-clegane,Undirected,8,2
ilyn-payne,sansa-stark,Undirected,9,2
ilyn-payne,tickler,Undirected,5,2
irri,jhiqui,Undirected,3,2
jacelyn-bywater,janos-slynt,Undirected,4,2
jacelyn-bywater,joffrey-baratheon,Undirected,7,2
jacelyn-bywater,lancel-lannister,Undirected,3,2
jacelyn-bywater,tommen-baratheon,Undirected,6,2
jacelyn-bywater,tyrion-lannister,Undirected,16,2
jacelyn-bywater,varys,Undirected,4,2
jaime-lannister,joffrey-baratheon,Undirected,12,2
jaime-lannister,jon-snow,Undirected,3,2
jaime-lannister,mandon-moore,Undirected,4,2
jaime-lannister,petyr-baelish,Undirected,4,2
jaime-lannister,renly-baratheon,Undirected,9,2
jaime-lannister,robb-stark,Undirected,11,2
jaime-lannister,robert-baratheon,Undirected,11,2
jaime-lannister,sansa-stark,Undirected,5,2
jaime-lannister,stafford-lannister,Undirected,3,2
jaime-lannister,stannis-baratheon,Undirected,6,2
jaime-lannister,theon-greyjoy,Undirected,4,2
jaime-lannister,tyrion-lannister,Undirected,25,2
jaime-lannister,tysha,Undirected,3,2
jaime-lannister,tywin-lannister,Undirected,5,2
janos-slynt,joffrey-baratheon,Undirected,10,2
janos-slynt,petyr-baelish,Undirected,5,2
janos-slynt,tyrion-lannister,Undirected,26,2
janos-slynt,varys,Undirected,7,2
jaqen-hghar,rorge,Undirected,16,2
jaqen-hghar,weese,Undirected,4,2
jaqen-hghar,yoren,Undirected,3,2
jaremy-rykker,jeor-mormont,Undirected,3,2
jaremy-rykker,thoren-smallwood,Undirected,3,2
jarman-buckwell,jeor-mormont,Undirected,4,2
jarman-buckwell,jon-snow,Undirected,4,2
jarman-buckwell,thoren-smallwood,Undirected,6,2
jason-mallister,theon-greyjoy,Undirected,4,2
jeor-mormont,jon-snow,Undirected,63,2
jeor-mormont,jorah-mormont,Undirected,3,2
jeor-mormont,mance-rayder,Undirected,4,2
jeor-mormont,ottyn-wythers,Undirected,3,2
jeor-mormont,qhorin-halfhand,Undirected,12,2
jeor-mormont,samwell-tarly,Undirected,17,2
jeor-mormont,thoren-smallwood,Undirected,11,2
jhogo,jorah-mormont,Undirected,6,2
joffrey-baratheon,lancel-lannister,Undirected,4,2
